,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.1
9,$v4,5.7
10,$r1,92.532
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1500
14,$v2,48
15,$r1,1.536
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,900
19,$v2,38
20,$r1,23.684
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,56
24,$v1,500
25,$v4,471.9
26,$r1,41.795
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,600
30,$v3,56
31,$v4,423.6
32,$r1,516.31
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,44
36,$v1,1600
37,$v4,267.6
38,$r1,0.354
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,89.6
42,$v2,0.99
43,$r1,91.7
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
