,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.4
9,$v4,3.1
10,$r1,79.081632
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1400
14,$v2,26
15,$r1,0.4828
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,32
20,$r1,46.875
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,34
24,$v1,800
25,$v4,267.7
26,$r1,0.5035761
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1200
30,$v3,26
31,$v4,505.9
32,$r1,3355.3102
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,32
36,$v1,1600
37,$v4,592.6
38,$r1,1.4815
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,65.4
42,$v2,1.42
43,$r1,98
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
