,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,7.5
10,$r1,148.81
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1300
14,$v2,52
15,$r1,2.08
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,900
19,$v2,28
20,$r1,32.14
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,42
24,$v1,300
25,$v4,491.5
26,$r1,0.551
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,2000
30,$v3,54
31,$v4,206.9
32,$r1,641.85
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,54
36,$v1,1700
37,$v4,235.2
38,$r1,0.466
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,86
42,$v2,1.18
43,$r1,92.71
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
