,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.5
9,$v4,4.7
10,$r1,335
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1400
14,$v2,56
15,$r1,2.24
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1400
19,$v2,40
20,$r1,35
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,55
24,$v1,500
25,$v4,358.6
26,$r1,0.44
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1200
30,$v3,24
31,$v4,537.8
32,$r1,3889
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,38
36,$v1,1400
37,$v4,584.3
38,$r1,1.58
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,131.8
42,$v2,1.59
43,$r1,92
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
