,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,5.2
10,$r1,109.244
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1100
14,$v2,58
15,$r1,3.058
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,600
19,$v2,54
20,$r1,11.1
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,31
24,$v1,1000
25,$v4,276.3
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1200
29,$v3,56
30,$v4,168.2
31,$r1,9.3222
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,50
35,$v1,1000
36,$v4,392.6
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,127.9
40,$v2,2
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
