,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,7.9
10,$r1,217.032
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,34
15,$r1,0.68
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1600
19,$v2,38
20,$r1,42.1
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,38
24,$v1,800
25,$v4,375.6
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1800
29,$v3,48
30,$v4,590
31,$r1,929.03
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,60
35,$v1,1500
36,$v4,446
37,$r1,4035.87
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,100.7
41,$v2,1.91
42,$r1,18.96
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
