,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,4.7
10,$r1,93.254
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,48
15,$r1,3.84
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,900
19,$v2,54
20,$r1,16.67
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,43
24,$v1,500
25,$v4,492.4
26,$r1,
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,58
31,$v4,530
32,$r1,6347.169
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,50
36,$v1,1600
37,$v4,537
38,$r1,
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,121.2
42,$v2,1.69
43,$r1,92.83
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
