,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,2
9,$v4,3
10,$r1,53.6
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,48
15,$r1,1.92
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,2000
19,$v2,60
20,$r1,33.333333
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,48
24,$v1,900
25,$v4,378.8
26,$r1,633.65625
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,28
31,$v4,448
32,$r1,1071.36
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,52
36,$v1,1900
37,$v4,583
38,$r1,1.55668
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,93.8
42,$v2,0.66
43,$r1,85.787878
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
