,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.5
9,$v4,3.5
10,$r1,250
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,42
15,$r1,1.96
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1900
19,$v2,36
20,$r1,52.7778
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,56
24,$v1,700
25,$v4,345.9
26,$r1,0.5919
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,800
30,$v3,52
31,$v4,279.7
32,$r1,932.4024
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,36
36,$v1,1200
37,$v4,382.9
38,$r1,0.8509
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,95.4
42,$v2,1.21
43,$r1,93
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
