,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.7
9,$v4,4.2
10,$r1,88.24
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,40
15,$r1,1.33
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,700
19,$v2,52
20,$r1,13.46
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,35
24,$v1,1000
25,$v4,394
26,$r1,356.73
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,30
31,$v4,128
32,$r1,839.38
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,46
36,$v1,800
37,$v4,137.1
38,,
39,Formelfrage,Wasserkocher h)
40,$v1,108.3
41,$v2,1.49
42,$r1,93.24
43,,
44,Single Choice,Wasserkocher i)
45,bleibt gleich,0
46,wird größer,0
47,verringert sich,1
48,,
49,Single Choice,Wasserkocher j)
50,verringert sich,1
51,wird größer,0
52,bleibt gleich,0
53,,
