,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1
9,$v4,3.3
10,$r1,117.857
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,60
15,$r1,2.118
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1700
19,$v2,46
20,$r1,36.957
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,48
24,$v1,500
25,$v4,422.8
26,$r1,0.4082
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,700
30,$v3,34
31,$v4,423.7
32,$r1,1059.192
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,46
36,$v1,1200
37,$v4,390.1
38,$r1,0.531
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,148.5
42,$v2,0.96
43,$r1,87
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
