,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,4.2
10,$r1,78.947
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,30
15,$r1,0.53
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,48
20,$r1,27.083
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,45
24,$v1,600
25,$v4,426.3
26,$r1,0.0056
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,28
31,$v4,220.6
32,,
33,Formelfrage,Wasserkocher g)
34,$v3,50
35,$v1,1900
36,$v4,447.9
37,,
38,Formelfrage,Wasserkocher h)
39,$v1,98.8
40,$v2,0.56
41,$r1,85
42,,
43,Single Choice,Wasserkocher i)
44,bleibt gleich,0
45,wird größer,0
46,verringert sich,1
47,,
48,Single Choice,Wasserkocher j)
49,verringert sich,1
50,wird größer,0
51,bleibt gleich,0
52,,
