,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,7
10,$r1,416.66
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,600
14,$v2,34
15,$r1,1.92
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1400
19,$v2,40
20,$r1,35
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,41
24,$v1,1100
25,$v4,349.6
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1500
29,$v3,34
30,$v4,244
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,26
34,$v1,1600
35,$v4,449.5
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,116.8
39,$v2,0.99
40,$r1,88.2
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
