,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.9
9,$v4,3.9
10,$r1,73.3
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,28
15,$r1,0.46
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,46
20,$r1,28.3
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,40
24,$v1,500
25,$v4,217.1
26,$r1,0.4323
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,24
31,$v4,113.2
32,$r1,496
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,48
36,$v1,700
37,$v4,267
38,$r1,0.4245
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,96.9
42,$v2,0.88
43,$r1,89
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
