,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.1
9,$v4,4.8
10,$r1,155.8
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,36
15,$r1,0.76
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,50
20,$r1,20
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,27
24,$v1,500
25,$v4,164.7
26,$r1,5.7
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1900
30,$v3,34
31,$v4,478.1
32,$r1,1493.11
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,44
36,$v1,1000
37,$v4,171.1
38,$r1,
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,147.5
42,$v2,1.29
43,$r1,88.57
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
