,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,6.5
10,$r1,301.785
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1500
14,$v2,30
15,$r1,0.6
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1300
19,$v2,56
20,$r1,23.214
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,36
24,$v1,500
25,$v4,159.8
26,$r1,12.12
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1100
30,$v3,40
31,$v4,515.6
32,$r1,
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,58
36,$v1,700
37,$v4,348.7
38,$r1,709.647
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,53.5
42,$v2,1.33
43,$r1,95
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,0
52,wird größer,1
53,bleibt gleich,0
54,,
