,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,4.8
10,$r1,0.0952
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1900
14,$v2,24
15,$r1,0.3032
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1400
19,$v2,30
20,$r1,46.6667
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,33
24,$v1,1000
25,$v4,115.1
26,$r1,0.7069
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1800
30,$v3,40
31,$v4,498.2
32,$r1,848.671
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,54
36,$v1,1200
37,$v4,521.8
38,$r1,0.63
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,62.2
42,$v2,0.81
43,$r1,92.321
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
