,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.3
9,$v4,3
10,,
11,Formelfrage,Wasserkocher c)
12,$v1,500
13,$v2,50
14,$r1,5
15,,
16,Formelfrage,Wasserkocher d)
17,$v1,700
18,$v2,30
19,$r1,23.3
20,,
21,Formelfrage,Wasserkocher e)
22,$v2,41
23,$v1,500
24,$v4,200
25,,
26,Formelfrage,Wasserkocher f)
27,$v1,1600
28,$v3,56
29,$v4,161.1
30,,
31,Formelfrage,Wasserkocher g)
32,$v3,56
33,$v1,1400
34,$v4,300.2
35,,
36,Formelfrage,Wasserkocher h)
37,$v1,80.1
38,$v2,0.95
39,$r1,91.56
40,,
41,Single Choice,Wasserkocher i)
42,bleibt gleich,0
43,wird größer,0
44,verringert sich,1
45,,
46,Single Choice,Wasserkocher j)
47,verringert sich,1
48,wird größer,0
49,bleibt gleich,0
50,,
