,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.5
9,$v4,6.9
10,$r1,164.28571
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1700
14,$v2,32
15,$r1,0.60235
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1900
19,$v2,38
20,$r1,50
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,29
24,$v1,300
25,$v4,176.4
26,$r1,1.3
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,600
30,$v3,58
31,$v4,115.3
32,$r1,90.546
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,26
36,$v1,1600
37,$v4,211.5
38,$r1,2
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,86.1
42,$v2,0.83
43,$r1,89.6265
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,0
47,wird größer,0
48,verringert sich,1
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
