,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1
9,$v4,5.3
10,$r1,189.2857
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,900
14,$v2,48
15,$r1,2.56
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1500
19,$v2,46
20,$r1,32.60869
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,53
24,$v1,900
25,$v4,240.1
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,1700
29,$v3,32
30,$v4,303.9
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,40
34,$v1,1400
35,$v4,374
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,83.7
39,$v2,1.52
40,$r1,94.4934
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
