,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,0.6
9,$v4,6.5
10,$r1,386.9
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,1200
14,$v2,60
15,$r1,3
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1000
19,$v2,38
20,$r1,58.823
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,26
24,$v1,400
25,$v4,410.1
26,,
27,Formelfrage,Wasserkocher f)
28,$v1,900
29,$v3,52
30,$v4,298.9
31,,
32,Formelfrage,Wasserkocher g)
33,$v3,30
34,$v1,1900
35,$v4,314.7
36,,
37,Formelfrage,Wasserkocher h)
38,$v1,85.2
39,$v2,0.9
40,$r1,0.9053
41,,
42,Single Choice,Wasserkocher i)
43,bleibt gleich,0
44,wird größer,0
45,verringert sich,1
46,,
47,Single Choice,Wasserkocher j)
48,verringert sich,1
49,wird größer,0
50,bleibt gleich,0
51,,
