,Question,Answer
0,,
1,Single Choice,Wasserkocher a)
2,,1
3,,0
4,,0
5,,0
6,,
7,Formelfrage,Wasserkocher b)
8,$v3,1.8
9,$v4,5.3
10,$r1,0.116
11,,
12,Formelfrage,Wasserkocher c)
13,$v1,2000
14,$v2,26
15,$r1,0.338
16,,
17,Formelfrage,Wasserkocher d)
18,$v1,1400
19,$v2,36
20,$r1,38.8
21,,
22,Formelfrage,Wasserkocher e)
23,$v2,54
24,$v1,900
25,$v4,195.4
26,$r1,7.461
27,,
28,Formelfrage,Wasserkocher f)
29,$v1,1500
30,$v3,52
31,$v4,265.1
32,$r1,5099.96
33,,
34,Formelfrage,Wasserkocher g)
35,$v3,52
36,$v1,1900
37,$v4,598.8
38,$r1,0.95
39,,
40,Formelfrage,Wasserkocher h)
41,$v1,134.6
42,$v2,1.09
43,$r1,9
44,,
45,Single Choice,Wasserkocher i)
46,bleibt gleich,1
47,wird größer,0
48,verringert sich,0
49,,
50,Single Choice,Wasserkocher j)
51,verringert sich,1
52,wird größer,0
53,bleibt gleich,0
54,,
